nuts,Annual Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2041 - 2070)
DE50,9.34427359898885
DE60,9.202836338678996
DE71,9.039343007405598
DE72,9.43142123222351
DE73,9.432648324966431
DE80,8.640058167775472
DE91,8.91538020769755
BG41,7.44048125743866
BG42,5.993819618225098
CH01,10.492087157567342
AT32,11.053047196070354
AT33,10.840593894322714
AT34,10.554127709070842
BE10,9.184719101587932
BE23,8.601845661799112
BE24,9.044995752970378
BE25,8.26894462108612
BE31,9.091106963157653
BE32,8.576429573694865
BE33,10.138461685180664
BE34,9.438243675231934
BE35,9.620708020528157
BG31,6.659640828768413
BG32,6.565484086672465
BG33,5.679510331153869
BG34,5.428683781623841
DE92,9.570003302892049
DE93,9.246600619951884
DE94,9.60752175649007
CZ07,8.535650952657063
CZ08,9.355048298835754
AL01,7.600131797790527
AL02,6.871773695945739
AL03,6.61270207564036
AT11,7.8095682462056475
AT12,8.355928802490235
AT13,7.759448782602946
AT21,9.275523630777995
AT22,9.712440379460652
AT31,10.157184998194376
DK05,8.931592098871867
BE21,9.099170152346293
BE22,9.229808783531189
ES43,3.878582751750946
ES51,5.376604151725769
ES52,3.754959535598755
ES53,3.443432863553365
ES61,3.758736252784729
ES62,3.278108909726143
ES63,3.899754462639491
ES64,2.3333333333333335
CH02,11.066993045806885
CH03,11.161309099197387
CH04,10.904016812642416
CH05,10.364983288447062
CH06,10.895729700724283
CH07,8.02562971909841
CY00,2.691365514198939
CZ01,8.059672864278157
CZ02,8.2811132589976
CZ03,9.22994031906128
CZ04,9.002275244394939
CZ05,8.859086736043293
CZ06,7.919761443138123
DE40,7.869338830312093
EL53,5.87190953095754
EL54,6.7007357199986775
EL61,5.4308921813964846
EL62,5.638672866423925
EL63,6.00363122622172
ES70,0.9666871229807535
ITC1,7.744799931844075
ITC2,9.459416898091634
DE11,9.978297837575276
DE12,10.046339797973634
DE13,10.868392276763917
DE14,10.481871970494588
DE21,10.14559965133667
DE22,9.618640915552776
DE23,9.379681126276653
DE24,9.481115579605103
DE25,9.53836498260498
DE26,9.3227530002594
DE27,9.94641186396281
DE30,7.768609134356181
EL42,3.2030905723571776
LV00,9.600045871734618
ME00,8.482177623112996
MK00,6.367574095726013
MT00,3.5333858932058018
NL11,9.824137051900228
NL12,10.820266755421956
EL64,5.053631448745728
EL65,4.460667483011881
ES11,7.633539239565532
ES12,9.131185181935628
ES13,8.747575712203979
ES21,8.544904899597167
ES22,6.85880507628123
ES23,6.751183120409648
ES24,5.009982832272848
ES30,5.092233292261759
IE05,9.606182034810384
IE06,9.28691743214925
IS00,12.22902717590332
ITC3,6.975531888008118
FI19,8.459473037719727
FI1B,8.933656517664591
FI1C,8.629383865992228
DEA1,9.57546173731486
DEA2,9.860243940353394
DEA3,9.610536734263102
DEA4,9.819461917877197
DEA5,10.101108328501384
DEB1,9.073881276448567
DEB2,9.108492835362751
DEB3,9.31827615102132
DEC0,9.06438258488973
DED2,9.01919002532959
DED4,9.347582268714905
DED5,7.763754932085673
DEE0,8.10498506228129
DEF0,9.283601649602254
DEG0,9.073449118932087
DK01,9.04352782567342
DK02,8.466750542322794
DK03,9.098358138402302
DK04,9.01401138305664
ES41,5.783449920018514
ES42,4.3348899205525715
HU23,7.093362315495809
HU31,7.146122590700785
HU32,7.206244707107544
HU33,6.975349577267965
IE04,11.572474924723307
EE00,9.07732270558675
EL30,3.18055503765742
EL41,3.802052696545919
EL43,3.247121814886729
EL51,5.081629864374796
EL52,5.08642791112264
FI20,7.634245451291402
FR10,7.727284653981527
FRB0,8.23758144378662
FRC1,8.70497015317281
FRC2,9.998935461044312
FRD1,8.565198914210002
FRD2,8.870577605565389
FRE1,8.502072429656982
FRE2,8.775490427017212
FRF1,10.62695468266805
NL13,9.502660274505615
NL21,9.16345903078715
NL22,9.164826726913452
NL23,10.102979763348896
NL31,9.646359260876974
NL32,10.407331053415934
ITG2,4.679887461662292
ITH1,9.442711448669433
ITH2,8.601197369893391
FRI3,7.578100029627482
FRJ1,6.25147180557251
FRJ2,7.857919947306315
FRK1,8.672498869895936
FRK2,8.162244272232055
FRL0,5.618378408749899
FRM0,5.715437515576681
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,4.494076387087504
TR32,4.227174750963846
TR33,5.187446983655294
HR03,7.677816899617513
HR02,8.278076394399006
HU11,6.8827012856801355
HU12,7.288345472017924
HU21,7.448912477493286
HU22,7.492851320902506
PT16,5.061724189917246
PT17,4.110102045039336
FRF2,8.996087495485941
FRF3,9.527985795338948
FRG0,7.621607796351115
FRH0,8.064219665527343
FRI1,7.8933489163716635
FRI2,8.714800818761189
ITC4,7.367122332255046
ITF1,6.946358752250672
ITF2,6.24155113697052
ITF3,6.564733060201009
ITF4,5.109443589051565
ITF5,5.859360098838806
ITF6,5.985328960418701
ITG1,4.54902089436849
LT01,9.173291126887003
LT02,9.18397266070048
LU00,9.181547021865844
PL22,9.3688179175059
PL41,8.230752229690552
PL42,8.77333329518636
PT18,3.65299990773201
PT20,0.0
PT30,0.0
RO11,9.038863039016723
RO12,9.248581369717916
RO21,7.3286866823832195
RO22,5.699276200930277
RO31,6.589132181803385
RO32,6.057925852139791
ITH3,7.607392517725627
ITH4,8.365955758094788
ITH5,6.631764896710714
ITI1,6.703563912709554
ITI2,7.339123201370239
ITI3,6.815895080566406
ITI4,6.844504825274149
LI00,11.350744120279948
FI1D,8.58049856821696
TR82,7.522194242477417
TR83,7.085855134328207
TR90,10.27038270632426
TRA1,7.679325350125631
TRA2,10.41443452835083
PL43,8.361368680000306
PL51,8.68431043624878
PL52,8.083332920074463
PL61,8.17911114692688
PL62,9.296303701400756
PL63,9.193619728088379
PL71,8.475827757517497
PL72,8.807887554168701
PL81,8.978537305196125
PL82,9.625814660390217
PL84,8.951184272766113
PL91,8.241062458356222
PL92,8.474075810114543
PT11,5.790166894594829
PT15,3.2601490298906963
TRB1,6.3453091541926065
TRB2,6.698550792535146
TRC1,4.180411972602209
RS12,7.025516168276469
RS21,8.629830662409464
RS22,7.253235340118408
SE11,7.951076356569926
SE12,8.179610856374104
NL33,9.666082255045573
NL34,9.639611498514812
NL41,8.893237336476643
NL42,9.467776775360107
PL21,9.592118883132935
UKM6,12.592020877202351
TR22,5.279451676209768
TRC2,4.146384831269582
TRC3,4.055542842547099
UKC1,9.052333013216655
UKC2,9.641151078542073
UKD1,11.003585497538248
UKD3,10.006233708063762
UKD4,10.668445189793905
UKD6,9.174066829681397
UKD7,10.047306966781616
UKE1,8.152651850382487
UKE2,9.01920816898346
UKE3,7.896439409255981
RO41,6.734235517183939
RO42,8.254581276575724
RS11,7.558753077189127
TR41,5.997600507736206
TR42,7.676123746236166
TR51,5.275125904877981
TR52,4.679612191518148
TR61,4.679021386305491
TR62,5.088097286224365
TR63,4.872786943117777
TR71,4.973699418703715
TR72,6.185100269317627
TR81,8.272064240773519
UKK1,8.261273431777955
UKK2,8.652191225687663
UKK3,10.012748273213704
UKK4,9.100899569193523
UKL1,10.293094809850057
UKL2,9.497829341888428
UKM5,11.026904980341593
UKM7,10.664359776178996
UKM8,11.808785025278727
UKM9,11.130351909001668
UKN0,10.760752662022908
SE21,8.820962556203206
SE22,8.515599608421326
SE23,9.228655608495076
SE31,8.769286521275838
SE32,9.60222511291504
SE33,9.697942209243774
SI03,8.141732517878214
SI04,8.40737018585205
SK01,7.169065753618876
SK02,7.744546413421631
SK03,9.149867264429728
SK04,8.517172861099244
TR10,6.2587037801742555
TR21,5.202028222878774
UKE4,8.776863304773967
UKF1,7.92974898815155
UKF2,7.2133127848307295
UKF3,7.665480979283651
UKG1,7.926289280255635
UKG2,8.787940979003906
UKG3,8.11521143913269
UKH1,7.982914646466573
UKH2,7.203467575709025
UKH3,7.497626304626465
UKI3,7.883333333333334
UKI4,7.883333333333334
UKI5,7.626725403467814
UKI6,7.988312403361003
UKI7,7.899204854170481
UKJ1,7.565914169947306
UKJ2,8.057120656967163
UKJ3,8.359479602177938
UKJ4,8.378696854909261
NO09,9.690053431193034
NO0A,13.137054427464802
NO0B,11.51159070332845
HR05,7.972998404502869
HR06,7.6843082745869955
NO02,10.291100613276164
NO06,12.522367095947265
NO07,11.386167335510255
NO08,9.274718554814656
