nuts,August Extreme Precipitation Days (days) ensemble median - RCP4.5 - (2071 - 2100)
DE50,0.8012517114480336
DE60,0.816600301861763
DE71,0.7469483397901058
DE72,0.7050578559438387
DE73,0.7803269089199603
DE80,0.9120578857759635
DE91,0.9008975063140193
BG41,0.5941475500663121
BG42,0.31551453260083995
CH01,0.7299115963901083
AT32,0.946133408943812
AT33,0.8963775016766574
AT34,0.8617587275803089
BE10,0.5415102049708367
BE23,0.6463444468875726
BE24,0.44950853820358005
BE25,0.6192325224479039
BE31,0.4665114959081014
BE32,0.5117208826045195
BE33,0.649387900903821
BE34,0.6098415327568849
BE35,0.5825532685433116
BG31,0.4983154167110721
BG32,0.3480262671907743
BG33,0.3357141091177861
BG34,0.258652625977993
DE92,0.9653916160265604
DE93,0.8311697088980249
DE94,0.9949514406422774
CZ07,0.7087455881138642
CZ08,0.6407574184238911
AL01,0.24090654129783312
AL02,0.2575519276161989
AL03,0.25620459069808327
AT11,0.6175387232253949
AT12,0.7112001826365789
AT13,0.5501622438430787
AT21,0.8000158903055957
AT22,0.9820401015957552
AT31,0.9660550490021705
DK05,0.9501395578806598
BE21,0.49704798630305697
BE22,0.5587142067650954
ES43,0.08016374263291558
ES51,0.3817579597567341
ES52,0.19437928471182073
ES53,0.11959504385789235
ES61,0.06284810421057045
ES62,0.05316382137437661
ES63,0.03333333233992259
ES64,0.03333333333333333
CH02,0.8438107988486687
CH03,0.8599652156233788
CH04,0.8889852096991879
CH05,0.8220022901892662
CH06,1.0675231276700894
CH07,0.6216487479706605
CY00,0.005304533988237381
CZ01,0.6666318664948145
CZ02,0.7132743413870534
CZ03,0.7567097233342273
CZ04,0.6374980459610621
CZ05,0.8096504813681046
CZ06,0.6515251862506072
DE40,0.6615672745475811
EL53,0.3178010515868664
EL54,0.18441371114126273
EL61,0.25167894680052993
EL62,0.08063043707183429
EL63,0.13245428320286529
ES70,0.016687029600143434
ITC1,0.5752244704802122
ITC2,0.6445502857367198
DE11,0.8291631331667304
DE12,0.8369427443792422
DE13,0.8345610523330314
DE14,0.7920783028006554
DE21,0.934774745787893
DE22,0.8430165747801462
DE23,0.6248626085619132
DE24,0.7661703984652247
DE25,0.822919708242019
DE26,0.7203340587516626
DE27,0.8904840460668008
DE30,0.6471947266587189
EL42,0.021289549364397923
LV00,0.9494456446419159
ME00,0.32375510533650714
MK00,0.5106442296256621
MT00,0.025039446353912354
NL11,0.8842690070470174
NL12,0.7482426511744659
EL64,0.17935086488723756
EL65,0.11644968620191018
ES11,0.3024850427483519
ES12,0.37658142584065596
ES13,0.4950675114989281
ES21,0.4629506825158993
ES22,0.43702531966070335
ES23,0.42114991235236326
ES24,0.32220524872342743
ES30,0.24477747256557147
IE05,0.829152196397384
IE06,0.7856526095420122
IS00,1.1215435514847438
ITC3,0.321854971597592
FI19,0.9233903649883966
FI1B,0.957077485943834
FI1C,0.9057262496401867
DEA1,0.7177616524199645
DEA2,0.6694461858520905
DEA3,0.7987420606116454
DEA4,1.000688228224005
DEA5,0.9334100420985904
DEB1,0.6241942455193826
DEB2,0.5870643512656292
DEB3,0.8166026578595241
DEC0,0.6508878620962302
DED2,0.5384510348417929
DED4,0.7439969988273722
DED5,0.58249726505684
DEE0,0.8428975060582161
DEF0,0.8505193168918291
DEG0,0.7868419654800424
DK01,0.7965423109630744
DK02,0.6667570682242513
DK03,0.8147111147642135
DK04,0.9641651047526726
ES41,0.2998583079626163
ES42,0.14970046722640593
HU23,0.4104624024902781
HU31,0.5898958370089531
HU32,0.4688807664039944
HU33,0.4290802236025532
IE04,0.9930323620637258
EE00,0.8140563502907753
EL30,0.06345545910298825
EL41,0.03650394330422083
EL43,0.022215390702088673
EL51,0.27854261280347903
EL52,0.29072284965465467
FI20,1.019446950405836
FR10,0.4714380757262309
FRB0,0.4561024078167975
FRC1,0.6120472372509539
FRC2,0.7212420736749967
FRD1,0.5551746109500527
FRD2,0.5472167144219081
FRE1,0.5315430048853159
FRE2,0.5453785528739293
FRF1,0.7445339379211267
NL13,0.7695493345459302
NL21,0.7986571155488491
NL22,0.8016663732628028
NL23,0.7532338400681814
NL31,0.6823048243920008
NL32,0.8429136343300343
ITG2,0.11039906013756991
ITH1,0.8521942009528478
ITH2,0.6773965155084928
FRI3,0.33344569339949104
FRJ1,0.3334850514307618
FRJ2,0.512612690962851
FRK1,0.5256850862254699
FRK2,0.5493616523842016
FRL0,0.2619078416687747
FRM0,0.15598590647180874
FRY1,0.0
FRY2,0.0
FRY3,0.0
FRY4,0.0
FRY5,0.0
TR31,0.03313939047179052
TR32,0.06457515209913253
TR33,0.1178668241482228
HR03,0.28076840164139866
HR02,0.38909089751541615
HU11,0.491449369986852
HU12,0.6636147602150838
HU21,0.5519807470430221
HU22,0.4765094116862331
PT16,0.09596751611679792
PT17,0.061041318873564406
FRF2,0.5816926832000414
FRF3,0.6570802936330438
FRG0,0.3562310394831002
FRH0,0.493837975182881
FRI1,0.43460161723196505
FRI2,0.5379409268498421
ITC4,0.576884575591733
ITF1,0.26713562750567993
ITF2,0.26060348078608514
ITF3,0.20769344680011273
ITF4,0.1781495091194908
ITF5,0.19429683734973272
ITF6,0.16716787678500017
ITG1,0.11068535288795829
LT01,0.773963580528895
LT02,0.9162019340942303
LU00,0.5714572541415691
PL22,0.7996857485423485
PL41,0.6945278361173612
PL42,0.9715661952892939
PT18,0.08086535919989858
PT20,0.0
PT30,0.0
RO11,0.7280209563672543
RO12,0.8146443210542202
RO21,0.62656857855618
RO22,0.3162021239598592
RO31,0.5154541393121084
RO32,0.6397432145973047
ITH3,0.5756158083677292
ITH4,0.6487943612571273
ITH5,0.4334707426528136
ITI1,0.2794467357608179
ITI2,0.2654717581967513
ITI3,0.33365648838558365
ITI4,0.207946321927011
LI00,0.8502741525570552
FI1D,0.8742191985249519
TR82,0.29587710748116175
TR83,0.18167731016874314
TR90,0.6917668751130501
TRA1,0.15886145932599902
TRA2,0.38288689851760865
PL43,0.7176592416529145
PL51,0.7079068254679441
PL52,0.5836133217439056
PL61,0.703154984364907
PL62,0.7966043446878237
PL63,0.9578069568212543
PL71,0.6407746170957883
PL72,0.745155854350222
PL81,0.6694614511914552
PL82,0.679466129715244
PL84,0.6770482469970981
PL91,0.6603237793647817
PL92,0.6804851337025563
PT11,0.19841249200205008
PT15,0.036699276665846506
TRB1,0.04033906272213374
TRB2,0.05009767164786657
TRC1,0.031225613256295522
RS12,0.4459510992414185
RS21,0.3870789049193263
RS22,0.4584804034481446
SE11,0.9349241236845652
SE12,1.1067680067249708
NL33,0.7659350658456484
NL34,0.6034451425075531
NL41,0.6291197758167982
NL42,0.69689238195618
PL21,0.8703449902435144
UKM6,1.1450256397326788
TR22,0.079375612270087
TRC2,0.014509190153330565
TRC3,0.009453205657856805
UKC1,0.6188909166625568
UKC2,0.742253864556551
UKD1,0.935775996123751
UKD3,0.9768823333084583
UKD4,0.8861484178652366
UKD6,0.9632149445513885
UKD7,1.1556267333882195
UKE1,0.4929983055839936
UKE2,0.6410858412583669
UKE3,0.691052220761776
RO41,0.6362029553524086
RO42,0.6556949383978333
RS11,0.3618051283061504
TR41,0.14263429160540303
TR42,0.2803097975750764
TR51,0.12844921651606758
TR52,0.053694759402424096
TR61,0.1020718657101194
TR62,0.10980549715459346
TR63,0.08601275185743967
TR71,0.0506243227981031
TR72,0.05191078605130315
TR81,0.3562928655495246
UKK1,0.8401010458668073
UKK2,0.7227357849478722
UKK3,0.8245355947564046
UKK4,0.8892299448450406
UKL1,1.0268127352620164
UKL2,0.9562036744629343
UKM5,0.8142411154029625
UKM7,0.9500403887281815
UKM8,0.9301575447122256
UKM9,0.9071861160298188
UKN0,0.9786527136961619
SE21,1.041337708135446
SE22,0.9706057230631511
SE23,0.9216359719035349
SE31,1.0021086090377398
SE32,1.0689133607915469
SE33,1.0322023689746858
SI03,0.5343434413895011
SI04,0.5400628694643577
SK01,0.600488901635011
SK02,0.6882486553862691
SK03,0.772399286304911
SK04,0.6124901913904718
TR10,0.18482882032791773
TR21,0.11505280987670025
UKE4,0.820787683626016
UKF1,0.7486664816471083
UKF2,0.7781228123853604
UKF3,0.7108235955238342
UKG1,0.8537400672212243
UKG2,0.8631252659750837
UKG3,0.8449674999075276
UKH1,0.6559505509212613
UKH2,0.7780616121987501
UKH3,0.6584318568309148
UKI3,0.6964285714285714
UKI4,0.6964285714285714
UKI5,0.6801027988394102
UKI6,0.7084470997963633
UKI7,0.7857798242143222
UKJ1,0.810764663418134
UKJ2,0.6787329713503519
UKJ3,0.773723004758358
UKJ4,0.6095480969796578
NO09,0.8881921585582729
NO0A,1.0427447886073165
NO0B,0.943784087896347
HR05,0.40563480655352274
HR06,0.4154668175304929
NO02,1.0044565871357918
NO06,1.4021143337090811
NO07,1.1296576077739398
NO08,0.8828410408149163
